WEEK_NUMBER,acq_cat,before_acq,after_acq,acq_diff,arrivals,departures,commits,comments,mergers,pullrequests,issues,arrivals_user,arrivals_dev,departures_user,departures_dev
201341,before,1,0,-105,50,28,248,400,68,60,54,27,23,18,10
201340,before,1,0,-106,37,19,217,262,31,49,40,26,11,15,4
201339,before,1,0,-107,32,15,162,311,31,54,36,19,13,10,5
201338,before,1,0,-108,28,13,164,242,16,47,37,21,7,10,3
201337,before,1,0,-109,15,10,113,195,8,26,29,11,4,7,3
201336,before,1,0,-110,28,15,144,180,19,46,28,11,17,8,7
201335,before,1,0,-111,21,13,67,129,15,25,18,13,8,10,3
201334,before,1,0,-112,30,14,139,286,37,43,28,21,9,9,5
201333,before,1,0,-113,23,10,128,157,20,34,24,16,7,9,1
201332,before,1,0,-114,24,18,117,305,42,46,24,11,13,12,6
201331,before,1,0,-115,21,9,120,210,71,36,32,14,7,8,1
201330,before,1,0,-116,17,16,94,169,13,47,28,8,9,10,6
201329,before,1,0,-117,26,16,183,370,90,52,34,14,12,8,8
201327,before,1,0,-119,24,16,109,241,8,54,25,13,11,10,6
201328,before,1,0,-118,22,19,93,193,57,35,27,14,8,13,6
201326,before,1,0,-120,26,10,142,209,57,44,22,15,11,9,1
201325,before,1,0,-121,21,13,194,261,125,62,35,14,7,9,4
201324,before,1,0,-122,13,7,140,88,11,46,20,6,7,5,2
201323,before,1,0,-123,18,8,103,131,25,37,26,5,13,4,4
201322,before,1,0,-124,23,17,255,187,74,54,25,10,13,11,6
201321,before,1,0,-125,21,12,97,133,44,43,23,8,13,5,7
201320,before,1,0,-126,19,12,71,144,61,41,19,11,8,10,2
201319,before,1,0,-127,17,6,157,127,60,41,11,6,11,5,1
201318,before,1,0,-128,10,4,113,158,44,32,15,6,4,2,2
201317,before,1,0,-129,10,7,141,245,56,42,23,3,7,6,1
201316,before,1,0,-130,19,16,107,189,28,34,24,9,10,13,3
201315,before,1,0,-131,22,15,116,207,28,40,36,16,6,11,4
201314,before,1,0,-132,16,8,117,206,42,50,18,11,5,4,4
201313,before,1,0,-133,7,3,94,171,32,33,12,1,6,2,1
201311,before,1,0,-135,17,8,156,220,90,59,27,6,11,5,3
201312,before,1,0,-134,12,9,106,223,38,34,23,8,4,6,3
201246,before,1,0,-152,6,2,69,120,41,33,13,5,1,2,0
201247,before,1,0,-151,4,5,77,146,21,22,14,2,2,4,1
201245,before,1,0,-153,10,10,85,180,58,54,21,6,4,7,3
201243,before,1,0,-155,10,7,109,205,51,46,26,6,4,5,2
201242,before,1,0,-156,13,10,118,179,42,40,30,6,7,4,6
201241,before,1,0,-157,8,4,152,194,67,49,30,4,4,4,0
201240,before,1,0,-158,15,6,119,273,64,44,39,7,8,5,1
201609,after,0,1,20,93,0,176,767,106,123,146,77,16,0,0
201608,after,0,1,19,99,0,116,646,26,105,127,87,12,0,0
201613,after,0,1,24,71,0,115,618,53,87,80,67,4,0,0
201244,before,1,0,-154,10,1,102,178,36,34,18,4,6,0,1
201410,before,1,0,-84,51,40,239,358,77,79,42,25,26,26,14
201532,before,1,0,-10,70,61,123,418,36,60,76,56,14,56,5
201525,before,1,0,-17,75,65,186,739,182,85,67,59,16,52,13
201443,before,1,0,-51,49,40,66,225,14,44,45,33,16,32,8
201615,after,0,1,26,80,0,179,675,101,120,105,76,4,0,0
201543,after,0,1,1,92,121,167,777,47,94,89,79,13,100,21
201553,after,0,1,11,44,49,22,265,6,41,37,40,4,41,8
201539,before,1,0,-3,68,77,167,706,37,87,93,58,10,62,15
201435,before,1,0,-59,46,35,124,186,39,58,45,31,15,26,9
201616,after,0,1,27,90,0,225,862,74,156,108,83,7,0,0
201612,after,0,1,23,73,0,169,727,86,120,107,63,10,0,0
201611,after,0,1,22,86,0,144,705,97,112,88,73,13,0,0
201538,before,1,0,-4,83,88,142,563,64,111,81,66,17,67,21
201602,after,0,1,13,115,150,134,998,82,85,138,106,9,119,31
201551,after,0,1,9,88,111,155,614,58,89,82,76,12,87,24
201550,after,0,1,8,77,119,152,787,48,90,77,66,11,84,35
201549,after,0,1,7,67,105,146,1014,47,100,108,52,15,69,36
201548,after,0,1,6,81,92,107,826,36,101,121,68,13,74,18
201546,after,0,1,4,83,97,124,532,41,78,82,70,13,83,14
201545,after,0,1,3,70,84,140,668,54,80,73,58,12,68,16
201547,after,0,1,5,76,87,75,401,29,66,78,67,9,68,19
201544,after,0,1,2,75,80,127,618,38,90,89,64,11,65,15
201528,before,1,0,-14,84,90,154,646,57,68,80,74,10,71,19
201617,after,0,1,28,9,0,0,225,0,0,0,9,0,0,0
201610,after,0,1,21,78,0,182,604,45,106,125,69,9,0,0
201606,after,0,1,17,85,0,124,515,36,86,120,67,18,0,0
201605,after,0,1,16,88,0,142,679,35,118,128,78,10,0,0
201601,after,0,1,12,77,118,76,603,18,78,64,67,10,90,28
201552,after,0,1,10,53,66,72,410,18,56,47,46,7,53,13
201515,before,1,0,-27,59,44,55,223,21,51,48,43,16,31,13
201512,before,1,0,-30,44,44,95,254,17,54,45,34,10,30,14
201507,before,1,0,-35,70,62,105,335,52,75,48,45,25,46,16
201506,before,1,0,-36,47,42,49,245,16,33,32,37,10,29,13
201505,before,1,0,-37,55,46,105,298,31,54,47,39,16,34,12
201504,before,1,0,-38,57,53,76,273,33,75,45,41,16,40,13
201503,before,1,0,-39,57,50,88,226,20,50,54,48,9,40,10
201502,before,1,0,-40,57,53,63,290,21,43,48,46,11,43,10
201501,before,1,0,-41,38,27,29,74,6,36,18,31,7,23,4
201451,before,1,0,-43,62,52,64,307,38,59,57,49,13,38,14
201446,before,1,0,-48,45,41,98,213,28,66,37,32,13,35,6
201444,before,1,0,-50,36,30,69,210,14,47,32,28,8,23,7
201431,before,1,0,-63,52,38,152,378,63,61,54,39,13,28,10
201417,before,1,0,-77,38,30,125,323,55,56,29,24,14,22,8
201407,before,1,0,-87,43,26,149,263,44,62,45,27,16,20,6
201401,before,1,0,-93,26,17,87,147,12,34,22,16,10,13,4
201352,before,1,0,-94,20,15,110,154,21,29,27,11,9,11,4
201310,before,1,0,-136,25,8,80,215,51,30,32,12,13,6,2
201309,before,1,0,-137,17,8,213,324,64,62,35,7,10,5,3
201308,before,1,0,-138,18,8,231,343,62,54,27,11,7,4,4
201307,before,1,0,-139,13,5,167,294,58,38,28,6,7,4,1
201306,before,1,0,-140,16,9,139,175,45,36,35,7,9,4,5
201301,before,1,0,-145,5,1,37,65,9,16,6,1,4,1,0
201302,before,1,0,-144,12,6,52,106,19,22,15,4,8,3,3
201248,before,1,0,-150,7,5,61,174,12,23,12,4,3,3,2
201237,before,1,0,-161,8,2,50,84,22,22,5,4,4,1,1
201235,before,1,0,-163,6,1,165,99,46,33,14,2,4,1,0
201607,after,0,1,18,91,0,95,452,28,91,137,80,11,0,0
201436,before,1,0,-58,55,46,68,292,44,47,37,41,14,32,14
201442,before,1,0,-52,47,48,47,158,11,50,49,38,9,36,12
201220,before,1,0,-178,8,3,31,57,21,19,12,3,5,2,1
201251,before,1,0,-147,5,1,38,67,13,10,10,1,4,1,0
201252,before,1,0,-146,0,1,2,30,2,5,2,0,0,0,1
201249,before,1,0,-149,4,5,23,58,6,15,11,2,2,4,1
201229,before,1,0,-169,6,2,113,165,25,36,25,2,4,2,0
201211,before,1,0,-187,1,0,157,41,10,3,34,0,1,0,0
201304,before,1,0,-142,13,6,129,138,52,30,13,4,9,1,5
201236,before,1,0,-162,9,5,96,126,32,30,19,6,3,5,0
201234,before,1,0,-164,6,4,108,82,32,28,13,2,4,2,2
201233,before,1,0,-165,4,4,153,150,41,34,23,2,2,1,3
201232,before,1,0,-166,11,4,228,189,74,55,30,6,5,3,1
201231,before,1,0,-167,8,4,197,160,65,48,27,3,5,1,3
201230,before,1,0,-168,7,3,204,220,53,39,28,2,5,2,1
201228,before,1,0,-170,5,3,90,115,39,26,16,2,3,2,1
201226,before,1,0,-172,3,0,23,32,6,10,4,1,2,0,0
201219,before,1,0,-179,6,5,123,205,34,43,25,2,4,3,2
201225,before,1,0,-173,2,3,31,48,16,20,1,1,1,1,2
201224,before,1,0,-174,7,3,35,65,19,20,9,2,5,2,1
201305,before,1,0,-141,15,3,101,183,20,25,24,3,12,2,1
201303,before,1,0,-143,9,3,17,62,17,12,5,5,4,3,0
201218,before,1,0,-180,8,3,104,173,42,24,28,5,3,2,1
201217,before,1,0,-181,13,9,124,190,29,39,38,8,5,5,4
201216,before,1,0,-182,12,2,173,110,34,31,28,3,9,2,0
201221,before,1,0,-177,0,2,16,26,3,5,0,0,0,1,1
201222,before,1,0,-176,5,4,27,102,14,15,18,3,2,2,2
201214,before,1,0,-184,2,2,87,27,25,17,7,1,1,1,1
201213,before,1,0,-185,3,1,187,49,34,13,15,1,2,0,1
201215,before,1,0,-183,4,2,107,68,10,11,12,1,3,1,1
201250,before,1,0,-148,9,2,46,98,29,24,14,2,7,2,0
201227,before,1,0,-171,5,3,61,88,18,25,13,2,3,2,1
201239,before,1,0,-159,7,4,174,283,92,70,22,4,3,3,1
201238,before,1,0,-160,4,3,52,116,34,30,6,2,2,1,2
201223,before,1,0,-175,4,4,12,28,6,9,3,2,2,3,1
201212,before,1,0,-186,2,0,78,39,8,4,17,0,2,0,0
201210,before,1,0,-188,0,0,149,11,20,6,16,0,0,0,0
201209,before,1,0,-189,1,0,164,0,6,0,0,0,1,0,0
201208,before,1,0,-190,3,0,103,0,6,0,0,0,3,0,0
201205,before,1,0,-193,1,0,4,0,0,0,0,0,1,0,0
